Subject Area,Catalogue Number,Instructor Name,Total Enrolled,Average Grade (GPA),Std Dev (GPA)
PSYCH  ,186B    ,"LIU, ZILI",68.0,3.138235294117647,0.935418970578976
SOCIOL ,111     ,"LIZARDO, OMAR ALCIDES",526.0,3.582509505703422,0.7218205324652028
SOCIOL ,245     ,"LIZARDO, OMAR ALCIDES",12.0,3.5666666666666664,1.084230397819373
SOCIOL ,189     ,"LIZARDO, OMAR ALCIDES",11.0,3.972727272727273,0.0862439361864103
SOCIOL ,202B    ,"LIZARDO, OMAR ALCIDES",24.0,4.0,0.0
SOCIOL ,208B    ,"LIZARDO, OMAR ALCIDES",19.0,3.9473684210526314,0.22329687826943606
SOCIOL ,208A    ,"LIZARDO, OMAR ALCIDES",15.0,3.933333333333333,0.24944382578492943
SOCIOL ,204     ,"LIZARDO, OMAR ALCIDES",28.0,4.0,0.0
LAW    ,728     ,"LLERANDI, MICA",32.0,4.0,0.0
ECON   ,262P    ,"LLERAS-MUNEY, ADRIANA",8.0,3.75,0.2872281323269015
ECON   ,133     ,"LLERAS-MUNEY, ADRIANA",450.0,3.934888888888889,0.22232231079345863
ECON   ,133L    ,"LLERAS-MUNEY, ADRIANA",331.0,3.925679758308157,0.24166918322780825
EE BIOL,C119B   ,"LLOYD-SMITH, JAMES O",22.0,3.5772727272727276,0.6215316990247255
EE BIOL,200A    ,"LLOYD-SMITH, JAMES O",40.0,3.9924999999999997,0.04683748498798796
EE BIOL,188     ,"LLOYD-SMITH, JAMES O",10.0,4.0,0.0
EE BIOL,C119A   ,"LLOYD-SMITH, JAMES O",55.0,3.638181818181818,0.567447525516568
LING   ,165B    ,"LOCCIONI, NICOLETTA",101.0,3.1356435643564353,0.9744847999988915
LING   ,20      ,"LOCCIONI, NICOLETTA",175.0,3.411428571428572,0.9193697930248363
LING   ,130     ,"LOCCIONI, NICOLETTA",122.0,3.376229508196721,0.8406723771402528
LING   ,120B    ,"LOCCIONI, NICOLETTA",118.0,3.2084745762711866,0.9640641612365604
MGMTMFE,413     ,"LOCHSTOER, LARS A",96.0,3.623958333333333,0.2967689869194931
MGMTMFE,431     ,"LOCHSTOER, LARS A",222.0,3.624774774774775,0.3208500726093385
MGMTPHD,201C    ,"LOCHSTOER, LARS A",11.0,3.6727272727272724,0.2596883064924674
MGMTMFE,407     ,"LOCHSTOER, LARS A",356.0,3.5323033707865163,0.384673038005542
ARCH&UD,442     ,"LOCKE, ALAN",69.0,3.9869565217391307,0.06117933599769687
ARCH&UD,441     ,"LOCKE, ALAN",70.0,3.8371428571428576,0.14944796377853728
POL SCI,169     ,"LOFCHIE, MICHAEL F",519.0,3.8183044315992296,0.4141898048141216
NURSING,438B    ,"LOHMANN, AMY STEFFE",22.0,4.0,0.0
NURSING,238A    ,"LOHMANN, AMY STEFFE",14.0,3.75,0.2872281323269014
NURSING,440     ,"LOHMANN, AMY STEFFE",11.0,4.0,0.0
NURSING,438A    ,"LOHMANN, AMY STEFFE",13.0,3.946153846153846,0.1865285485074176
POL SCI,60      ,"LOHMANN, SUSANNE",287.0,3.7595818815331,0.5809134637402097
POL SCI,191B    ,"LOHMANN, SUSANNE",15.0,3.9133333333333336,0.2552558629210219
POL SCI,191A    ,"LOHMANN, SUSANNE",60.0,3.9583333333333335,0.1497683396300952
POL SCI,122C    ,"LOHMANN, SUSANNE",45.0,3.9422222222222216,0.24174264450617622
POL SCI,115D    ,"LOHMANN, SUSANNE",395.0,3.799746835443038,0.49214069894012696
POL SCI,199     ,"LOHMANN, SUSANNE",13.0,3.923076923076923,0.2664693550105965
POL SCI,119B    ,"LOHMANN, SUSANNE",17.0,3.9,0.27865221840769444
EE BIOL,C172    ,"LOHMUELLER, KIRK EDWARD",31.0,3.5999999999999996,0.7983854675773537
EE BIOL,C135    ,"LOHMUELLER, KIRK EDWARD",307.0,3.468078175895765,0.7951956023556677
EE BIOL,C235    ,"LOHMUELLER, KIRK EDWARD",11.0,3.8181818181818183,0.2690663379445226
EE BIOL,C202    ,"LOHMUELLER, KIRK EDWARD",32.0,3.803125,0.37954279649994677
NEUROSC,C177    ,"LONDON, EDYTHE DANICK",90.0,3.7155555555555555,0.4054931458829171
SOC WLF,211A    ,"LONDONO, TATIANA",64.0,3.9250000000000003,0.12990381056766573
ECON   ,132     ,"LONDONO-VELEZ, JULIANA",193.0,3.1658031088082907,0.8121943044474419
ECON   ,253A    ,"LONDONO-VELEZ, JULIANA",22.0,3.5,0.5300085762599421
SOC WLF,211A    ,"LONDOÑO, TATIANA",53.0,3.975471698113208,0.10972634980036763
MGMT   ,298D    ,"LONG, ELISA F",50.0,3.8480000000000003,0.2118867622103844
MGMTEX ,402     ,"LONG, ELISA F",105.0,3.5561904761904763,0.3710792007680172
MGMTMSA,438     ,"LONG, ELISA F",18.0,3.8777777777777778,0.19309052441091962
MGMTFT ,402     ,"LONG, ELISA F",366.0,3.621038251366121,0.31858638183362215
MGMT   ,274B    ,"LONG, ELISA F",20.0,3.8600000000000003,0.1907878402833891
MCD BIO,192B    ,"LONG, JEFFREY AARON",24.0,4.0,0.0
MCD BIO,C141    ,"LONG, JEFFREY AARON",344.0,3.6023255813953488,0.705868546986379
HLT POL,253     ,"LONG, PETER V",11.0,3.9181818181818184,0.1336085314245369
ENVIRON,277     ,"LONGCORE, TRAVIS R",82.0,3.976829268292683,0.09914116627659832
MGMTMFE,408     ,"LONGSTAFF, FRANCIS A",361.0,3.488919667590027,0.3863160715270737
MGMT   ,232B    ,"LONGSTAFF, FRANCIS A",16.0,3.49375,0.3976002232142231
EDUC   ,498C    ,"LONON, ELSA",12.0,4.0,0.0
EDUC   ,498A    ,"LONON, ELSA",12.0,4.0,0.0
EDUC   ,498B    ,"LONON, ELSA",9.0,4.0,0.0
CHEM   ,184     ,"LOO, JOSEPH AMBROSE",109.0,3.313761467889908,0.6041853852913691
APP CHM,201A    ,"LOO, JOSEPH AMBROSE",71.0,4.0,0.0
APP CHM,201B    ,"LOO, JOSEPH AMBROSE",21.0,3.8714285714285714,0.14846149779161796
CHEM   ,258     ,"LOO, JOSEPH AMBROSE",45.0,4.0,0.0
CHEM   ,266     ,"LOO, JOSEPH AMBROSE",146.0,3.8253424657534247,0.21479893237012307
CHEM   ,596     ,"LOO, JOSEPH AMBROSE",7.0,4.0,0.0
ENGL   ,177     ,"LOOBY, CHRISTOPHER J",88.0,3.377272727272727,0.8490271535339825
ENGL   ,119     ,"LOOBY, CHRISTOPHER J",48.0,3.741666666666667,0.3930825471690252
ENGL   ,M101D   ,"LOOBY, CHRISTOPHER J",94.0,3.357446808510638,0.8951987015494225
C&EE   ,110     ,"LOPEZ DROGUETT, ENRIQUE ANDRES",480.0,3.3235416666666664,0.8414322848159295
C&EE   ,M20     ,"LOPEZ DROGUETT, ENRIQUE ANDRES",333.0,3.822222222222223,0.5291944003672437
C&EE   ,C111    ,"LOPEZ DROGUETT, ENRIQUE ANDRES",21.0,3.6333333333333333,0.6490530342505466
C&EE   ,C211    ,"LOPEZ DROGUETT, ENRIQUE ANDRES",23.0,3.9130434782608696,0.2472533427497901
WL ARTS,M128    ,"LOPEZ GASPAR DE ALBA, ALMA",14.0,3.4214285714285713,1.0751601684191532
ART    ,M184    ,"LOPEZ GASPAR DE ALBA, ALMA",10.0,3.3299999999999996,0.9571311299921238
ART    ,M185    ,"LOPEZ GASPAR DE ALBA, ALMA",13.0,3.8153846153846156,0.34383840982503094
CCAS   ,M175    ,"LOPEZ GASPAR DE ALBA, ALMA",228.0,3.6714912280701757,0.7563320217444424
LGBTQS ,M136    ,"LOPEZ GASPAR DE ALBA, ALMA",10.0,3.4800000000000004,1.0027960909377338
CCAS   ,M185    ,"LOPEZ GASPAR DE ALBA, ALMA",128.0,3.6484375,0.7815233896651782
CCAS   ,M136    ,"LOPEZ GASPAR DE ALBA, ALMA",215.0,3.676279069767442,0.7601377575756634
LGBTQS ,181     ,"LOPEZ GASPAR DE ALBA, ALMA",38.0,3.5105263157894733,0.9399858547883665
WL ARTS,M126    ,"LOPEZ GASPAR DE ALBA, ALMA",20.0,3.5149999999999997,1.018466985228289
MECH&AE,171A    ,"LOPEZ, BRETT THOMAS",340.0,3.1523529411764706,0.9360871591631694
MECH&AE,271D    ,"LOPEZ, BRETT THOMAS",59.0,3.979661016949153,0.07541896766537957
MECH&AE,157A    ,"LOPEZ, BRETT THOMAS",183.0,3.8360655737704916,0.4735747511010363
MECH&AE,M270C   ,"LOPEZ, BRETT THOMAS",33.0,3.9696969696969697,0.12906387538816277
EDUC   ,466     ,"LOPEZ, EDUARDO F",20.0,4.0,0.0
EDUC   ,420A    ,"LOPEZ, EDUARDO F",91.0,3.943956043956044,0.20713046863003803
EDUC   ,498A    ,"LOPEZ, EDUARDO F",98.0,4.0,0.0
EDUC   ,490A    ,"LOPEZ, EDUARDO F",90.0,3.9166666666666665,0.27090383697705145
EDUC   ,498B    ,"LOPEZ, EDUARDO F",96.0,4.0,0.0
EDUC   ,409     ,"LOPEZ, EDUARDO F",147.0,3.9979591836734696,0.024659277497131767
EDUC   ,406B    ,"LOPEZ, EDUARDO F",14.0,4.0,0.0
EDUC   ,491     ,"LOPEZ, EDUARDO F",90.0,3.9522222222222223,0.20775400933570867
EDUC   ,406     ,"LOPEZ, EDUARDO F",82.0,4.0,0.0
EDUC   ,498C    ,"LOPEZ, EDUARDO F",94.0,4.0,0.0
MATH   ,105C    ,"LOPEZ, ISAI",22.0,3.3363636363636364,0.580395989073177
DANCE  ,59      ,"LOPEZ, JACKELYN GUADALUPE",53.0,3.79433962264151,0.3383729628899921
DANCE  ,9       ,"LOPEZ, JACKELYN GUADALUPE",147.0,3.931972789115646,0.4730831562515786
DANCE  ,C109A   ,"LOPEZ, JACKELYN GUADALUPE",18.0,4.0,0.0
DANCE  ,C174B   ,"LOPEZ, JACKELYN GUADALUPE",10.0,3.9,0.3
CCAS   ,M105B   ,"LOPEZ, MARISSA",12.0,3.4250000000000003,0.6746912874295424
CCAS   ,M105A   ,"LOPEZ, MARISSA",37.0,3.413513513513514,1.10823993942237
ENGL   ,M105A   ,"LOPEZ, MARISSA",66.0,3.6045454545454545,0.8578393962462124
ENGL   ,M105B   ,"LOPEZ, MARISSA",19.0,3.142105263157895,1.2411012891671247
ENGL   ,100     ,"LOPEZ, MARISSA",118.0,3.697457627118644,0.7684964259377627
ENGL   ,117     ,"LOPEZ, MARISSA KATHERINE",29.0,3.8310344827586205,0.2743059558807082
LAW    ,250     ,"LOPUCKI, LYNN M",51.0,3.5450980392156866,0.3285820549861183
LAW    ,919     ,"LOPUCKI, LYNN M",16.0,3.55,0.3000000000000001
EC ENGR,114     ,"LORENZELLI, FLAVIO",61.0,3.488524590163934,0.7299446106666078
EC ENGR,132A    ,"LORENZELLI, FLAVIO",221.0,2.946153846153847,0.9001488835356383
MCD BIO,191     ,"LOUGH-STEVENS, MICHAEL J",32.0,3.875,0.6959705453537527
BMD RES,193H    ,"LOUGH-STEVENS, MICHAEL J",58.0,4.0,0.0
BMD RES,5HB     ,"LOUGH-STEVENS, MICHAEL J",40.0,4.0,0.0
MCD BIO,146     ,"LOUGH-STEVENS, MICHAEL J",209.0,3.9191387559808613,0.38040173284888346
MCD BIO,180A    ,"LOUGH-STEVENS, MICHAEL J",33.0,4.0,0.0
BMD RES,194H    ,"LOUGH-STEVENS, MICHAEL J",31.0,4.0,0.0
MCD BIO,180B    ,"LOUGH-STEVENS, MICHAEL J",33.0,4.0,0.0
URBN PL,279     ,"LOUKAITOU-SIDERIS, ANASTASIA",66.0,3.860606060606061,0.21523685887369404
URBN PL,282     ,"LOUKAITOU-SIDERIS, ANASTASIA",63.0,3.888888888888889,0.15947444549341463
THEATER,124B    ,"LOUKAKIS, DIMITRIOS",19.0,3.831578947368421,0.2272319278412937
S ASIAN,M60     ,"LOUKOTA SANCLEMENTE, DIEGO",132.0,3.80530303030303,0.27367155550741395
RELIGN ,M60D    ,"LOUKOTA SANCLEMENTE, DIEGO",36.0,3.855555555555556,0.1739163982499836
ASIAN  ,164     ,"LOUKOTA SANCLEMENTE, DIEGO",17.0,3.670588235294117,0.5888819974497567
NURSING,264     ,"LOVE-BIBBERO, LAURIE ANN",67.0,3.9164179104477617,0.16262493697762667
ART    ,1A      ,"LOWE, NICHOLAS ROBERT",56.0,3.9464285714285716,0.2251700038021159
HNRS   ,153     ,"LOWENSTEIN, DANIEL H",34.0,3.6705882352941175,0.33914200718587234
HNRS   ,158     ,"LOWENSTEIN, DANIEL H",28.0,3.460714285714286,0.7598586737556088
MCD BIO,144     ,"LOWRY, WILLIAM EDWARD",337.0,3.277448071216617,0.7772900602785632
MCD BIO,M272    ,"LOWRY, WILLIAM EDWARD",50.0,4.0,0.0
URBN PL,220B    ,"LOYA, JOSE CARLOS",275.0,3.750545454545455,0.4266035766027378
URBN PL,219     ,"LOYA, JOSE CARLOS",12.0,4.0,0.0
PUB AFF,60      ,"LOYA, JOSE CARLOS",305.0,3.5544262295081963,0.7067276809703422
ANTHRO ,191HE   ,"LOYD, HEATHER M",35.0,3.934285714285714,0.2693302350465021
ANTHRO ,141     ,"LOYD, HEATHER M",318.0,3.829245283018868,0.4318965738785902
GJ STDS,101     ,"LOZA, STEVEN J",17.0,3.9470588235294115,0.11436601232484452
GJ STDS,176F    ,"LOZA, STEVEN J",23.0,3.9869565217391307,0.06117933599769687
GJ STDS,186B    ,"LOZA, STEVEN J",33.0,4.0,0.0
ETHNMUS,M116    ,"LOZA, STEVEN J",34.0,3.6529411764705886,0.4654127163494702
GJ STDS,186A    ,"LOZA, STEVEN J",42.0,4.0,0.0
A&O SCI,C204    ,"LOZINSKI, ALEXANDER RICHARD",46.0,3.900000000000001,0.28967748182808567
A&O SCI,C111    ,"LOZINSKI, ALEXANDER RICHARD",55.0,3.6381818181818186,0.8760429439641766
PSYCH  ,85      ,"LU, HONGJING",99.0,3.4242424242424243,0.7467222529486238
PSYCH  ,259     ,"LU, HONGJING",12.0,3.8666666666666667,0.21343747458109494
PSYCH  ,121     ,"LU, HONGJING",159.0,3.80125786163522,0.4365368890711937
PSYCH  ,186A    ,"LU, HONGJING",79.0,3.643037974683545,0.7656689875905406
ECON   ,201A    ,"LU, JAY YIN JIE",105.0,3.7038095238095243,0.265446186645307
ECON   ,148     ,"LU, JAY YIN JIE",825.0,3.382787878787879,0.4648304844209506
COMPTNG,10A     ,"LU, JIAYIN",245.0,3.60734693877551,0.9666833166738356
COMPTNG,16A     ,"LU, JIAYIN",49.0,3.9326530612244897,0.2034275231735039
MGMT   ,120A    ,"LU, MING-CHUN",521.0,2.6742802303262954,1.162576524289859
MGMT   ,120B    ,"LU, MING-CHUN",219.0,2.937442922374429,1.039610411830307
COM SCI,219     ,"LU, SONGWU",108.0,3.701851851851852,0.36412794899226203
COM SCI,118     ,"LU, SONGWU",482.0,3.4769709543568466,0.5865617830181484
COM SCI,211     ,"LU, SONGWU",91.0,3.7219780219780225,0.31858278127977285
CH ENGR,106     ,"LU, YUNFENG",59.0,3.2389830508474575,0.7940492554317455
CH ENGR,104A    ,"LU, YUNFENG",50.0,3.5780000000000003,0.4588202262324537
HLT POL,M236    ,"LU, ZHONG JOHN",18.0,3.9499999999999997,0.11180339887498941
POL SCI,139     ,"LUCA, LAURA",58.0,3.3689655172413793,0.7654628747392278
DESMA  ,25      ,"LUCAS, WILLEM HENRI",22.0,3.7545454545454544,0.35767846496192734
LBR STD,188     ,"LUCE, CAROLINE E",38.0,3.4499999999999997,0.5941601768794957
LBR STD,195B    ,"LUCE, CAROLINE E",47.0,3.853191489361701,0.6059460912156163
LBR STD,101     ,"LUCE, CAROLINE E",114.0,3.592105263157895,0.5995824185539181
LBR STD,194B    ,"LUCE, CAROLINE E",16.0,3.5,1.12305387226081
LBR STD,191A    ,"LUCE, CAROLINE E",39.0,3.6435897435897435,0.5448099512414666
LBR STD,191B    ,"LUCE, CAROLINE E",39.0,3.753846153846154,0.42778268736989844
LBR STD,M108    ,"LUCE, CAROLINE E",22.0,3.322727272727273,0.7531339481139148
LBR STD,194A    ,"LUCE, CAROLINE E",14.0,3.9285714285714284,0.1905952009160905
NURSING,230B    ,"LUCERO, ROBERT JAMES",70.0,3.9699999999999998,0.08999999999999996
NURSING,54A     ,"LUCERO, ROBERT JAMES",64.0,3.8374999999999995,0.28256636388643286
SOCIOL ,122     ,"LUFT, ALIZA R",859.0,3.651222351571595,0.6742962670803007
SOCIOL ,212B    ,"LUNDBERG, IAN DANIEL",11.0,4.0,0.0
SOCIOL ,212C    ,"LUNDBERG, IAN DANIEL",10.0,4.0,0.0
SOCIOL ,114     ,"LUNDBERG, IAN DANIEL",113.0,3.6548672566371683,0.7612276008233713
ELTS   ,167     ,"LUNDE, ARNE O",57.0,4.0,0.0
SCAND  ,161     ,"LUNDE, ARNE O",24.0,4.0,0.0
SCAND  ,C166A   ,"LUNDE, ARNE O",75.0,3.9919999999999995,0.04833218389437826
SCAND  ,C145B   ,"LUNDE, ARNE O",16.0,4.0,0.0
SCAND  ,C145A   ,"LUNDE, ARNE O",24.0,4.0,0.0
SCAND  ,50W     ,"LUNDE, ARNE O",78.0,3.9256410256410255,0.2554211692509299
SCAND  ,C155    ,"LUNDE, ARNE O",34.0,3.9705882352941178,0.12725475089872906
I E STD,M150    ,"LUNDQUIST, JESSE",9.0,2.888888888888889,1.0877545111573705
MECH&AE,102     ,"LUNDÉN, MARCUS OLAVI",246.0,3.5239837398373983,0.6507297215183232
MECH&AE,182C    ,"LUNDÉN, MARCUS OLAVI",18.0,3.894444444444444,0.18994801108087508
DESMA  ,160     ,"LUNENFELD, PETER B",37.0,3.9567567567567568,0.17326832891702276
DESMA  ,269     ,"LUNENFELD, PETER B",11.0,4.0,0.0
DESMA  ,8       ,"LUNENFELD, PETER B",136.0,3.8963235294117644,0.33985465929771624
DESMA  ,145     ,"LUNENFELD, PETER B",17.0,3.9823529411764707,0.0705882352941176
DESMA  ,104     ,"LUNENFELD, PETER B",173.0,3.9190751445086707,0.33285463527812736
HUM GEN,236B    ,"LUO, CHONGYUAN",12.0,3.891666666666666,0.2099933861392359
POL SCI,191C    ,"LUO, KEVIN WEI",21.0,3.6238095238095234,0.48980536649995393
MIMG   ,CM156   ,"LUSIS, ALDONS J",116.0,3.0267241379310343,0.7492936626354423
MIMG   ,C122    ,"LUSIS, ALDONS J",67.0,3.8,0.33546581559502575
MCD BIO,CM156   ,"LUSIS, ALDONS J",217.0,3.095852534562212,0.853688843694478
MATH   ,M114S   ,"LUTZ, PATRICK GEORGE",23.0,3.678260869565217,0.4925148611654364
MATH   ,182     ,"LUTZ, PATRICK GEORGE",56.0,3.378571428571429,0.6258463657075815
HIST   ,165     ,"LYDON, GHISLAINE E",94.0,3.413829787234043,0.7301414995228573
AF AMER,M10A    ,"LYDON, GHISLAINE E",81.0,3.4061728395061732,0.8167000263802298
HIST   ,166B    ,"LYDON, GHISLAINE E",56.0,3.273214285714286,0.8985088980059789
HIST   ,187J    ,"LYDON, GHISLAINE E",18.0,3.4444444444444446,0.6977919319158925
HIST   ,M10A    ,"LYDON, GHISLAINE E",82.0,3.618292682926829,0.5763907991641561
CLUSTER,M72A    ,"LYNCH, JESSICA W",159.0,3.717610062893082,0.4186733451769187
CLUSTER,M72B    ,"LYNCH, JESSICA W",158.0,3.533544303797469,0.534577883811104
LIFESCI,7B      ,"LYNCH, JESSICA W",382.0,3.490575916230367,0.5472110949684968
ANTHRO ,M128T   ,"LYNCH, JESSICA W",38.0,3.905263157894737,0.25230241714119755
SOC GEN,M143    ,"LYNCH, JESSICA W",80.0,3.8949999999999996,0.28761954036539306
SOC GEN,105B    ,"LYNCH, JESSICA W",61.0,3.9245901639344263,0.20538307886381413
SOC GEN,108     ,"LYNCH, JESSICA W",59.0,3.961016949152542,0.2603888546864662
ARCH&UD,436     ,"LYNCH, TODD MICHAEL",159.0,3.8245283018867924,0.25837347575281044
ARCH&UD,461     ,"LYNCH, TODD MICHAEL",159.0,3.7949685534591193,0.2821299807803847
ARCH&UD,401     ,"LYNN, GREGORY STEWART",17.0,3.841176470588236,0.14974025954538644
ARCH&UD,403C    ,"LYNN, GREGORY STEWART",20.0,3.8200000000000003,0.25219040425836986
LAW    ,108B    ,"LYON GROSSMAN, KERRY ASHLEY",97.0,3.509278350515464,0.3943106928818829
MCD BIO,138     ,"LYONS, KAREN MARIE",142.0,3.4767605633802816,0.8051476544628361
MECH&AE,M270A   ,"M'CLOSKEY, ROBERT THOMAS",230.0,3.4421739130434785,0.4807643960786427
MECH&AE,107     ,"M'CLOSKEY, ROBERT THOMAS",189.0,2.874074074074074,0.9348144794102988
MECH&AE,172     ,"M'CLOSKEY, ROBERT THOMAS",77.0,3.938961038961039,0.147846747748132
C&EE   ,C285    ,"MA, JIAQI",50.0,3.82,0.36000000000000004
C&EE   ,C281    ,"MA, JIAQI",48.0,3.9249999999999994,0.23584952830141512
C&EE   ,C185    ,"MA, JIAQI",23.0,3.817391304347826,0.4468753098271164
C&EE   ,C181    ,"MA, JIAQI",90.0,3.8766666666666665,0.2564934480428085
C&EE   ,180     ,"MA, JIAQI",60.0,3.711666666666667,0.5282334290401882
C&EE   ,298     ,"MA, JIAQI",65.0,3.9861538461538464,0.06294545398608853
FRNCH  ,121     ,"MABANCKOU, ALAIN MICHEL",80.0,3.9675000000000002,0.14471955638406303
FRNCH  ,120     ,"MABANCKOU, ALAIN MICHEL",60.0,4.0,0.0
FRNCH  ,130     ,"MABANCKOU, ALAIN MICHEL",57.0,4.0,0.0
GEOG   ,M126    ,"MACDONALD, GLEN MICHAEL",246.0,3.5296747967479676,0.571950641680965
GEOG   ,178     ,"MACDONALD, GLEN MICHAEL",49.0,4.0,0.0
GEOG   ,106     ,"MACDONALD, GLEN MICHAEL",383.0,3.5258485639686685,0.607511938265425
ENVIRON,M126    ,"MACDONALD, GLEN MICHAEL",65.0,3.687692307692308,0.489114645144341
NURSING,173W    ,"MACEY, PAUL MICHAEL",236.0,3.8919491525423733,0.40387269028359535
NURSING,411     ,"MACEY, PAUL MICHAEL",56.0,3.982142857142857,0.10019114385075385
MSC IND,M182    ,"MACFADYEN, DAVID W",55.0,3.8836363636363633,0.5389429507213462
COM LIT,191     ,"MACFADYEN, DAVID W",19.0,3.9684210526315793,0.09206766149755731
MUSCLG ,94      ,"MACFADYEN, DAVID W",54.0,3.8833333333333337,0.560009920547048
MUSCLG ,191G    ,"MACFADYEN, DAVID W",22.0,3.972727272727273,0.0862439361864103
ENGL   ,M191P   ,"MACFADYEN, DAVID W",59.0,3.871186440677966,0.3974711789818597
DGT HUM,150     ,"MACFADYEN, DAVID W",21.0,3.5571428571428565,0.9983660119803512
COM LIT,1E      ,"MACFADYEN, DAVID W",239.0,3.7912133891213395,0.6015028184951019
MUSCLG ,5       ,"MACFADYEN, DAVID W",228.0,3.7407894736842104,0.49191114005860664
COM LIT,M191P   ,"MACFADYEN, DAVID W",55.0,3.585454545454546,0.7631080423488673
MUSCLG ,191F    ,"MACFADYEN, DAVID W",10.0,3.94,0.11999999999999993
CCAS   ,101     ,"MACIAS, REYNALDO FLORES",239.0,3.864016736401674,0.45200873808089465
HLT POL,225A    ,"MACINKO, JAMES A",56.0,3.989285714285714,0.05567306167185674
COM HLT,M248    ,"MACINKO, JAMES A",9.0,4.0,0.0
COM HLT,210     ,"MACINKO, JAMES A",53.0,3.994339622641509,0.04081756160902627
COM HLT,M248    ,"MACINKO, JAMES A, JR.",10.0,4.0,0.0
HLT POL,225A    ,"MACINKO, JAMES A, JR.",22.0,4.0,0.0
INF STD,426     ,"MACK, CANDICE A",28.0,3.8821428571428567,0.2268630351879607
INF STD,427     ,"MACK, CANDICE A",19.0,3.931578947368421,0.17487629185090686
POL SCI,195CE   ,"MACK, CYMONE B",25.0,3.872,0.24741867350707383
PBMED  ,218     ,"MACKENZIE-GRAHAM, ALLAN",48.0,3.7624999999999997,0.29127950494327615
LAW    ,566     ,"MACKINTOSH, KATE F",34.0,3.6999999999999993,0.6902684899626333
LAW    ,472     ,"MACKINTOSH, KATE F",10.0,3.6,0.46475800154489005
MGMT   ,180     ,"MACY, BEVERLY W",21.0,3.7476190476190476,0.63066030975784
MSC IND,111     ,"MADELONI, LEE JOHN",25.0,3.7880000000000003,0.3983164571041473
MSC IND,111A    ,"MADELONI, LEE JOHN",214.0,3.9626168224299065,0.14242450991812144
HIST   ,153     ,"MADLEY, BENJAMIN L",145.0,3.8275862068965516,0.40573182218540393
HIST   ,149B    ,"MADLEY, BENJAMIN L",142.0,3.7021126760563376,0.5318673335932025
STATS  ,200C    ,"MADRID PADILLA, OSCAR HERNAN",54.0,3.8240740740740735,0.21852636520751753
STATS  ,100C    ,"MADRID PADILLA, OSCAR HERNAN",154.0,3.1993506493506487,0.6898613405988374
STATS  ,100B    ,"MADRID PADILLA, OSCAR HERNAN",343.0,3.1711370262390672,0.7258337049418694
MSC IND,188     ,"MADRID, ERIK KALISO",34.0,3.697058823529412,0.7338397381211206
SOC WLF,211A    ,"MADRIL, ANTHONY",26.0,3.976923076923077,0.0799408065031789
SOC WLF,213A    ,"MADRIL, ANTHONY",44.0,3.9454545454545453,0.11570838237598044
LING   ,20      ,"MAHAJAN, ANOOP K",187.0,3.4374331550802144,0.9635550482942082
LING   ,127     ,"MAHAJAN, ANOOP K",165.0,3.014545454545455,1.1898690809295225
HIN-URD,100B    ,"MAHAJAN, GYANAM",9.0,4.0,0.0
HIN-URD,100A    ,"MAHAJAN, GYANAM",9.0,4.0,0.0
HIN-URD,3       ,"MAHAJAN, GYANAM",35.0,3.9114285714285715,0.22522551057161558
S ASIAN,155     ,"MAHAJAN, GYANAM",121.0,3.9950413223140493,0.038249376745144226
HIN-URD,1       ,"MAHAJAN, GYANAM",63.0,3.8666666666666667,0.30757629070390746
HIN-URD,2       ,"MAHAJAN, GYANAM",37.0,3.92972972972973,0.20646950545712733
CESC   ,191BX   ,"MAHARRAMLI, BEMMY JENNIFER",44.0,3.963636363636363,0.19781868315444492
CESC   ,191AX   ,"MAHARRAMLI, BEMMY JENNIFER",46.0,3.8739130434782605,0.29446693370777466
ENVIRON,M147    ,"MAHARRAMLI, BEMMY JENNIFER",24.0,4.0,0.0
CESC   ,M147    ,"MAHARRAMLI, BEMMY JENNIFER",17.0,4.0,0.0
C&EE   ,M166    ,"MAHENDRA, SHAILY",82.0,3.725609756097561,0.3533156453805467
C&EE   ,266     ,"MAHENDRA, SHAILY",74.0,3.7797297297297305,0.2794684770357539
C&EE   ,M165    ,"MAHENDRA, SHAILY",196.0,3.896938775510204,0.22675802154101296
NURSING,465C    ,"MAHJOUB, LINDA RUHI",70.0,3.892857142857143,0.18072981299753077
NURSING,162C    ,"MAHJOUB, LINDA RUHI",110.0,3.684545454545454,0.35449999708587343
GENDER ,98T     ,"MAHMOOD, NASHRA",10.0,3.21,1.1928537211242625
CHIN   ,C137    ,"MAI, HUIJUN",27.0,3.392592592592593,0.5805016514640916
CHIN   ,110A    ,"MAI, HUIJUN",28.0,3.7214285714285715,0.5851478096888627
CHIN   ,110C    ,"MAI, HUIJUN",11.0,3.7909090909090906,0.32878438763682044
CHIN   ,70      ,"MAI, HUIJUN",216.0,3.6777777777777776,0.464246369245926
CHIN   ,139     ,"MAI, HUIJUN",69.0,3.7579710144927536,0.35809714377139573
CHIN   ,211A    ,"MAI, HUIJUN",1.0,3.3,0.0
ORL BIO,229B    ,"MAIDA, CARL A",39.0,3.9846153846153847,0.06617173282340479
ORL BIO,209     ,"MAIDA, CARL A",59.0,3.964406779661017,0.09701076624579102
ENVIRON,185C    ,"MAIDA, CARL A",126.0,3.9976190476190476,0.02661985687499748
ORL BIO,229A    ,"MAIDA, CARL A",20.0,3.8549999999999995,0.3185514087239295
